Company,TypeName,Inches,Ram,OpSys,Weight_Kg,Price,SSD,HDD,Hybrid,Flash_Storage,Resolution,Touchscreen,Cpu_Brand,Cpu_Proc,Cpu_GHz,Gpu_Type
Dell,Notebook,15.6,4,Windows 10,2.2,41345.28,0,1000,0,0,1920x1080,False,Intel,Core i5,1.6,AMD Radeon
Fujitsu,Notebook,15.6,8,Windows 10,2.2,42570.72,256,0,0,0,1366x768,False,Intel,Core i5,2.5,Intel HD
HP,Notebook,15.6,4,Windows 7,1.88,49656.96,0,500,0,0,1366x768,False,Intel,Core i5,2.3,Intel HD
Mediacom,Notebook,14.0,2,Windows 10,1.4,12733.92,0,0,0,32,1920x1080,False,Intel,Atom,1.44,Intel HD
Lenovo,Notebook,15.6,4,No OS,2.2,24935.04,128,0,0,0,1920x1080,False,Intel,Core i5,2.5,Intel HD
Asus,2 in 1 Convertible,13.3,6,Windows 10,1.5,34046.4528,0,1000,0,0,1920x1080,True,Intel,Core i5,2.5,Intel HD
Asus,Ultrabook,14.0,16,Windows 10,11.1,101232.0,512,0,0,0,1920x1080,False,Intel,Core i7,2.7,Intel HD
Dell,Gaming,15.6,16,Windows 10,2.62,78801.12,256,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Lenovo,Notebook,15.6,4,Windows 10,1.8,44169.12,256,0,0,0,1920x1080,False,Intel,Core i5,1.6,Intel UHD
Lenovo,Notebook,15.6,4,Windows 10,2.2,30849.12,0,1000,0,0,1920x1080,False,Intel,Core i3,2.0,Nvidia GeForce
Asus,Notebook,15.6,8,Windows 10,2.0,21258.72,0,1000,0,0,1366x768,False,Intel,Celeron Dual Core,1.1,Intel HD
Asus,Notebook,15.6,8,Windows 10,1.99,48304.7136,0,1000,0,0,1920x1080,False,Intel,Core i5,2.5,Nvidia GeForce
Dell,Ultrabook,13.3,8,Windows 10,1.23,99580.32,256,0,0,0,3200x1800,True,Intel,Core i5,1.6,Intel UHD
Lenovo,Notebook,14.0,2,Windows 10,1.42,13266.72,0,0,0,32,1366x768,False,Intel,Celeron Dual Core,1.6,Intel HD
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,93635.3376,256,0,0,0,1920x1080,True,Intel,Core i7,2.7,Intel HD
Dell,Notebook,15.6,16,Windows 10,2.06,127818.72,1000,0,0,0,3840x2160,True,Intel,Core i7,2.8,Nvidia GeForce
Lenovo,Gaming,15.6,8,Windows 10,2.5,59087.52,128,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
HP,Notebook,17.0,8,Windows 10,2.6,27753.552,0,1000,0,0,1600x900,False,AMD,A-Series,3.0,AMD Radeon
Lenovo,Ultrabook,14.0,16,Windows 10,1.14,130536.0,512,0,0,0,1920x1080,False,Intel,Core i7,2.7,Intel HD
Asus,Gaming,15.6,8,No OS,2.5,62284.32,0,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Acer,Notebook,15.6,4,Windows 10,2.4,23976.0,0,500,0,0,1366x768,False,Intel,Core i3,2.0,Intel HD
Lenovo,Notebook,14.0,4,Windows 10,1.43,14598.72,0,0,0,32,1366x768,False,Intel,Celeron Dual Core,1.6,Intel HD
Acer,Ultrabook,14.0,8,Windows 10,1.8,48964.32,256,0,0,0,1920x1080,False,Intel,Core i5,2.5,Intel Graphics
Razer,Gaming,14.0,16,Windows 10,1.95,138474.72,256,0,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Toshiba,Notebook,13.3,8,Windows 10,1.2,64628.64,256,0,0,0,1920x1080,False,Intel,Core i5,2.3,Intel HD
Lenovo,Ultrabook,12.5,8,Windows 10,1.36,84395.52,256,0,0,0,1920x1080,False,Intel,Core i7,2.7,Intel HD
Asus,Gaming,17.3,32,Windows 10,3.8,149130.72,512,0,0,0,1920x1080,False,Intel,Core i7,2.7,Nvidia GeForce
Acer,Gaming,15.6,8,Linux,2.4,37775.52,0,1000,0,0,1920x1080,False,Intel,Core i5,2.5,Nvidia GeForce
Dell,Ultrabook,13.3,8,Windows 10,1.2,77250.672,256,0,0,0,1920x1080,False,Intel,Core i5,1.6,Intel UHD
MSI,Gaming,15.6,8,Windows 10,2.2,63499.104,128,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
HP,Notebook,15.6,4,No OS,1.86,19441.872,0,500,0,0,1366x768,False,Intel,Core i3,2.0,Intel HD
Toshiba,Notebook,15.6,8,Windows 10,2.0,56689.92,0,500,0,0,1920x1080,False,Intel,Core i5,2.5,Intel HD
Dell,Notebook,15.6,8,Windows 10,6.2,48964.32,256,0,0,0,1920x1080,False,Intel,Core i7,1.8,AMD Radeon
Dell,Notebook,15.6,16,Windows 10,2.2,60472.8,256,2000,0,0,1920x1080,False,Intel,Core i7,1.8,AMD Radeon
Lenovo,Gaming,15.6,8,Windows 10,3.31,63722.88,128,1000,0,0,1920x1080,False,Intel,Core i7,2.6,Nvidia GeForce
Dell,Gaming,17.3,32,Windows 10,4.42,167691.8736,512,1000,0,0,3840x2160,False,Intel,Core i7,2.8,Nvidia GeForce
Dell,Notebook,14.0,8,Windows 10,1.56,65481.12,256,0,0,0,1920x1080,False,Intel,Core i5,2.4,Intel HD
Lenovo,Notebook,15.6,4,Windows 10,2.2,22324.32,0,500,0,0,1366x768,False,Intel,Celeron Dual Core,1.1,Intel HD
Lenovo,Notebook,15.6,4,Windows 10,2.2,28504.8,0,500,0,0,1920x1080,False,Intel,Core i5,2.3,Intel HD
HP,Notebook,15.6,6,Windows 10,2.04,28717.92,0,1000,0,0,1920x1080,False,Intel,Core i3,2.0,AMD Radeon
MSI,Gaming,17.3,8,Windows 10,2.7,79215.1056,128,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Toshiba,Notebook,15.6,4,Windows 10,2.1,26533.44,128,0,0,0,1366x768,False,Intel,Core i3,2.1,Intel HD
HP,Notebook,15.6,8,Windows 10,2.1,39693.6,0,1000,0,0,1920x1080,False,Intel,Core i7,2.7,AMD Radeon
Toshiba,Notebook,15.6,8,Windows 10,2.0,67026.24,256,0,0,0,1920x1080,False,Intel,Core i5,2.5,Intel HD
Acer,Notebook,15.6,4,Linux,2.1,21951.36,128,0,0,0,1366x768,False,Intel,Core i3,2.0,Intel HD
Microsoft,Ultrabook,13.5,8,Windows 10 S,1.252,99519.048,256,0,0,0,2256x1504,True,Intel,Core i7,2.8,Intel Iris
Lenovo,Notebook,15.6,8,Windows 10,1.9,43580.376,128,1000,0,0,1920x1080,False,Intel,Core i5,2.5,AMD Radeon
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.3,55091.52,256,0,0,0,1920x1080,True,Intel,Core i5,2.5,Intel HD
Lenovo,Notebook,35.6,4,Windows 10,2.2,18594.72,128,0,0,0,1366x768,False,AMD,E-Series,2.2,AMD Radeon
HP,2 in 1 Convertible,14.0,4,Windows 10,1.63,37242.72,128,0,0,0,1920x1080,True,Intel,Core i3,2.4,Nvidia GeForce
MSI,Gaming,15.6,16,Windows 10,2.4,68944.32,256,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Asus,Ultrabook,14.0,8,Windows 10,1.1,60472.8,256,0,0,0,1920x1080,False,Intel,Core i5,2.5,Intel HD
HP,2 in 1 Convertible,11.6,8,Chrome OS,1.4,26373.6,0,0,0,64,1366x768,True,Intel,Celeron Dual Core,1.1,Intel HD
LG,Ultrabook,15.6,8,Windows 10,1.09,122490.72,512,0,0,0,1920x1080,False,Intel,Core i7,1.8,Intel HD
Acer,Gaming,15.6,16,Windows 10,2.5,69210.72,256,0,0,0,1920x1080,False,Intel,Core i5,2.5,Nvidia GeForce
MSI,Gaming,15.6,8,Windows 10,2.2,53168.112,256,0,0,0,1920x1080,False,Intel,Core i5,2.5,Nvidia GeForce
Asus,Notebook,15.6,4,Windows 10,1.86,22324.32,128,0,0,0,1366x768,False,Intel,Celeron Dual Core,1.1,Intel HD
Dell,Gaming,15.6,16,Windows 10,3.21,109277.28,128,1000,0,0,1920x1080,False,Intel,Core i5,2.5,Nvidia GeForce
HP,Notebook,17.3,4,Windows 10,2.5,37242.72,256,0,0,0,1920x1080,False,Intel,Core i3,2.0,AMD Radeon
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.19,79866.72,512,0,0,0,1920x1080,True,Intel,Core i7,1.8,Intel UHD
Dell,Gaming,15.6,16,Windows 10,3.49,149916.6,256,1000,0,0,1920x1080,False,Intel,Core i7,2.9,Nvidia GeForce
HP,Notebook,15.6,4,Windows 10,1.86,32639.8608,0,500,0,0,1366x768,False,Intel,Core i5,2.5,AMD Radeon
Dell,Notebook,15.6,4,Windows 10,2.2,29073.2976,0,1000,0,0,1366x768,False,Intel,Core i3,2.0,AMD Radeon
HP,Notebook,17.3,6,Windows 10,2.65,30316.32,0,2000,0,0,1920x1080,False,AMD,A-Series,2.4,AMD Radeon
Lenovo,Notebook,15.6,4,Windows 10,2.1,16943.04,0,500,0,0,1366x768,False,Intel,Celeron Dual Core,1.6,Intel HD
Acer,Notebook,14.0,4,Chrome OS,1.45,19980.0,0,0,0,32,1366x768,False,Intel,Celeron Dual Core,1.6,Intel HD
Lenovo,Notebook,14.0,4,Windows 10,1.7,37242.72,256,0,0,0,1920x1080,False,Intel,Core i5,2.5,Intel HD
HP,Workstation,17.3,8,Windows 10,3.14,101657.7072,0,500,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia Quadro
Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.42,137995.2,256,0,0,0,2560x1440,True,Intel,Core i7,2.7,Intel HD
Toshiba,Notebook,13.3,8,Windows 10,1.5,51841.44,256,0,0,0,1920x1080,False,Intel,Core i5,2.5,Intel HD
Acer,Netbook,11.6,4,Windows 10,1.4,14332.32,0,0,0,32,1366x768,False,Intel,Celeron Dual Core,1.6,Intel HD
Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.38,93186.72,512,0,0,0,1920x1080,True,Intel,Core i7,2.7,Intel HD
Asus,2 in 1 Convertible,12.5,4,Chrome OS,1.2,35644.32,0,0,0,64,1920x1080,True,Intel,Core M,0.9,Intel HD
Toshiba,Ultrabook,13.3,16,Windows 10,1.36,100006.56,512,0,0,0,1920x1080,True,Intel,Core i7,2.5,Intel HD
Dell,Gaming,15.6,8,Windows 10,2.56,43636.32,0,1000,0,0,1920x1080,False,Intel,Core i5,2.5,Nvidia GeForce
Lenovo,Notebook,15.6,4,Windows 10,2.2,21258.72,256,0,0,0,1920x1080,False,AMD,A-Series,2.9,AMD Radeon
Lenovo,Notebook,15.6,8,Windows 10,2.2,22857.12,0,1000,0,0,1366x768,False,AMD,A-Series,3.6,AMD Radeon
Lenovo,Notebook,15.6,4,Windows 10,2.1,33110.856,0,2000,0,0,1920x1080,False,Intel,Core i5,2.5,Intel HD
Lenovo,Notebook,15.6,4,No OS,1.9,23976.0,0,500,0,0,1366x768,False,Intel,Core i3,2.0,Intel HD
Dell,Notebook,15.6,8,Windows 10,2.18,42357.6,256,0,0,0,1920x1080,False,Intel,Core i5,2.5,Intel HD
Acer,2 in 1 Convertible,13.3,1,Windows 10,1.6,53226.72,256,0,0,0,1920x1080,True,Intel,Core i5,1.6,Intel UHD
Lenovo,Workstation,15.6,16,Windows 7,2.18,98834.4,512,0,0,0,1920x1080,False,Intel,Core i7,2.5,Nvidia Quadro
Lenovo,Notebook,14.0,8,Windows 10,1.8,63456.48,256,0,0,0,1920x1080,False,Intel,Core i5,2.3,Intel HD
HP,Notebook,17.3,6,Windows 10,2.71,34898.9328,0,2000,0,0,1920x1080,False,AMD,A-Series,2.5,AMD Radeon
Lenovo,Gaming,15.6,8,Windows 10,2.5,66546.72,128,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Dell,Notebook,14.0,8,Linux,1.64,58021.92,256,0,0,0,1920x1080,False,Intel,Core i5,2.8,Nvidia GeForce
Dell,Notebook,15.6,8,Linux,1.98,38681.28,0,1000,0,0,1920x1080,False,Intel,Core i5,2.5,Intel HD
Asus,Notebook,14.0,4,Windows 10,1.5,15877.44,0,0,0,32,1920x1080,False,Intel,Celeron Dual Core,1.1,Intel HD
Dell,Notebook,15.6,16,Windows 10,1.93,76012.4448,512,0,0,0,1920x1080,False,Intel,Core i5,2.6,Intel HD
Lenovo,Notebook,14.0,8,Windows 10,1.87,45664.6896,256,0,0,0,1920x1080,False,Intel,Core i5,2.5,Nvidia GeForce
Dell,Notebook,15.6,8,Windows 10,1.9,62817.12,256,0,0,0,1920x1080,False,Intel,Core i5,2.6,Intel HD
Lenovo,Notebook,15.6,4,Windows 10,2.19,15877.44,0,500,0,0,1366x768,False,AMD,A-Series,2.0,AMD Radeon
Mediacom,Notebook,14.0,4,Windows 10,1.4,14119.2,0,32,0,0,1920x1200,False,Intel,Atom,1.92,Intel HD
HP,Notebook,17.3,8,Windows 10,2.63,63936.0,256,0,0,0,1920x1080,False,Intel,Core i7,2.7,Nvidia GeForce
Lenovo,Ultrabook,14.0,64,Windows 10,1.17,89864.1792,512,0,0,0,2560x1440,False,Intel,Core i7,2.5,Intel HD
HP,2 in 1 Convertible,13.3,8,Windows 10,1.58,44574.048,256,0,0,0,1366x768,True,Intel,Core i5,2.5,Intel HD
Lenovo,Ultrabook,14.0,8,Windows 10,1.32,79866.72,256,0,0,0,1920x1080,False,Intel,Core i5,2.5,Intel HD
Dell,Gaming,17.3,32,Windows 10,4.36,194972.832,1000,1000,0,0,3840x2160,False,Intel,Core i7,2.8,Nvidia GeForce
MSI,Gaming,17.3,8,Windows 10,2.7,71847.0144,128,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Lenovo,Notebook,15.6,4,No OS,1.9,26101.872,0,1000,0,0,1366x768,False,Intel,Core i5,2.5,Intel HD
Dell,2 in 1 Convertible,13.3,4,Windows 10,1.71,34578.72,0,1000,0,0,1920x1080,True,Intel,Core i3,2.4,Intel HD
Dell,Notebook,15.6,8,Linux,2.32,31409.6256,0,1000,0,0,1366x768,False,Intel,Core i5,2.5,AMD Radeon
HP,Notebook,15.6,4,Windows 10,2.1,26053.92,0,1000,0,0,1920x1080,False,AMD,A-Series,3.0,AMD Radeon
Acer,Gaming,17.3,16,Windows 10,4.2,103096.8,128,1000,0,0,1920x1080,False,Intel,Core i7,2.6,Nvidia GeForce
Dell,Notebook,15.6,12,Windows 10,2.25,34578.72,0,1000,0,0,1366x768,False,Intel,Core i5,2.5,Intel HD
HP,Notebook,15.6,6,Windows 10,2.1,34632.0,128,1000,0,0,1920x1080,False,AMD,A-Series,3.0,AMD Radeon
Acer,Notebook,15.6,4,Windows 10,2.4,29783.52,0,500,0,0,1366x768,False,Intel,Core i5,2.5,Intel HD
Lenovo,Notebook,13.3,8,Windows 10,1.44,51148.8,256,0,0,0,1920x1080,False,Intel,Core i5,2.5,Intel HD
Lenovo,Notebook,15.6,4,Windows 10,1.85,41505.12,0,1000,0,0,1920x1080,False,Intel,Core i7,2.7,Intel HD
HP,Workstation,15.6,16,Windows 10,2.6,128884.32,256,0,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia Quadro
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.55,35111.52,0,1000,0,0,1920x1080,True,Intel,Core i5,1.6,Intel UHD
MSI,Gaming,15.6,16,Windows 10,1.8,111593.8944,256,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Acer,Notebook,15.6,4,Windows 10,2.4,21887.424,0,500,0,0,1366x768,False,Intel,Core i3,2.0,Intel HD
Dell,Notebook,15.6,8,Windows 10,2.0,64308.96,128,1000,0,0,1920x1080,False,Intel,Core i7,2.7,Nvidia GeForce
Dell,Notebook,15.6,8,Windows 10,2.0,35431.2,256,0,0,0,1366x768,False,Intel,Core i3,2.0,Intel HD
Toshiba,Notebook,14.0,8,Windows 10,1.25,81784.8,256,0,0,0,1920x1080,True,Intel,Core i5,2.5,Intel HD
Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.7,53226.72,256,0,0,0,1920x1080,True,Intel,Core i5,2.5,Intel HD
Lenovo,Workstation,15.6,16,Windows 10,2.5,175770.72,1000,0,0,0,3840x2160,False,Intel,Core i7,2.8,Nvidia Quadro
Acer,Notebook,14.0,2,Chrome OS,1.68,17582.4,0,0,0,32,1366x768,False,Intel,Celeron Dual Core,1.6,Intel HD
Samsung,Ultrabook,13.3,16,Windows 10,0.81,87858.72,256,0,0,0,1920x1080,False,Intel,Core i7,2.7,Intel HD
Dell,Notebook,14.0,8,Windows 10,1.6,60031.1088,256,0,0,0,1366x768,False,Intel,Core i5,2.5,Intel HD
HP,Workstation,17.3,16,Windows 7,3.0,233845.92,256,0,0,0,1920x1080,False,Intel,Xeon,2.9,Nvidia Quadro
Lenovo,Netbook,11.6,4,Windows 10,1.4,25308.0,128,0,0,0,1366x768,True,Intel,Celeron Dual Core,1.6,Intel HD
HP,Notebook,15.6,8,Windows 10,1.84,101232.0,256,0,0,0,1920x1080,False,Intel,Core i5,2.4,Intel HD
Asus,Notebook,15.6,4,No OS,2.45,30849.12,0,1000,0,0,1366x768,False,Intel,Core i5,2.3,Nvidia GeForce
Asus,Notebook,15.6,4,Windows 10,2.37,45282.672,256,0,0,0,1366x768,False,Intel,Core i7,2.7,Intel HD
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.3,63882.72,256,0,0,0,3200x1800,True,Intel,Core i5,1.8,Intel HD
HP,Notebook,15.6,8,Windows 10,2.2,58554.72,128,1000,0,0,1920x1080,False,Intel,Core i5,2.5,Nvidia GeForce
HP,Workstation,15.6,8,Windows 7,2.59,83170.08,256,0,0,0,1920x1080,False,Intel,Core i7,2.6,Nvidia Quadro
Dell,Gaming,15.6,16,Windows 10,4.42,152859.7872,256,1000,0,0,3840x2160,False,Intel,Core i7,2.8,Nvidia GeForce
Acer,Notebook,15.6,4,Windows 10,2.1,31914.72,256,0,0,0,1366x768,False,Intel,Core i5,2.5,Intel HD
Lenovo,Gaming,15.6,8,Windows 10,2.5,55837.44,128,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Dell,Ultrabook,12.5,16,Windows 10,1.18,99047.52,256,0,0,0,1920x1080,False,Intel,Core i7,2.8,Intel HD
Google,Ultrabook,12.3,8,Chrome OS,1.1,83063.52,256,0,0,0,2400x1600,True,Intel,Core i5,1.2,Intel HD
Asus,Ultrabook,13.3,8,Windows 10,1.2,60153.12,256,0,0,0,3200x1800,False,Intel,Core i5,2.5,Intel HD
Dell,Notebook,13.3,4,Windows 10,1.65,45234.72,0,500,0,0,1366x768,False,Intel,Core i3,2.0,Intel HD
Acer,Notebook,13.3,4,Windows 10,1.6,34898.4,128,0,0,0,1366x768,False,Intel,Core i5,2.3,Intel HD
Asus,Notebook,17.3,4,Windows 10,2.8,25059.7152,0,1000,0,0,1366x768,False,Intel,Pentium Quad Core,1.1,Nvidia GeForce
Dell,Gaming,15.6,16,Windows 10,2.72,58554.72,128,1000,0,0,3840x2160,True,Intel,Core i7,2.6,Nvidia GeForce
Samsung,Ultrabook,13.3,8,Windows 10,1.31,85194.72,256,0,0,0,1920x1080,True,Intel,Core i7,2.7,Intel HD
Acer,Notebook,15.6,4,Linux,2.1,15877.44,0,1000,0,0,1366x768,False,Intel,Pentium Quad Core,1.1,Intel HD
Dell,Notebook,15.6,16,Windows 10,2.3,62938.0656,0,0,0,0,1920x1080,False,Intel,Core i7,2.7,AMD Radeon
Samsung,2 in 1 Convertible,15.0,16,Windows 10,1.71,95850.72,256,0,0,0,1920x1080,True,Intel,Core i7,2.7,AMD Radeon
Toshiba,Notebook,14.0,4,Windows 10,1.75,54345.6,128,0,0,0,1366x768,False,Intel,Core i5,2.3,Intel HD
Dell,Gaming,15.6,8,Windows 10,2.62,58554.72,0,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Asus,2 in 1 Convertible,15.6,12,Windows 10,2.3,44701.92,0,2000,0,0,1920x1080,True,Intel,Core i7,2.7,Nvidia GeForce
Lenovo,Notebook,15.6,16,Windows 7,2.5,126273.6,512,0,0,0,3840x2160,False,Intel,Core i7,2.7,Nvidia Quadro
Acer,Notebook,14.0,4,Windows 10,1.8,33886.08,128,0,0,0,1920x1080,False,Intel,Core i3,2.4,Intel HD
Razer,Gaming,14.0,16,Windows 10,1.95,154458.72,512,0,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Asus,Notebook,15.6,8,Windows 10,2.0,31003.632,128,0,0,0,1920x1080,False,Intel,Pentium Dual Core,1.1,Intel HD
Dell,Gaming,17.3,32,Windows 10,4.42,191211.264,1000,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Asus,Gaming,17.3,16,Windows 10,4.3,125208.0,256,1000,0,0,1920x1080,False,Intel,Core i7,2.6,Nvidia GeForce
Toshiba,Ultrabook,14.0,16,Windows 10,1.47,93985.92,512,0,0,0,1920x1080,False,Intel,Core i7,2.6,Nvidia GeForce
Lenovo,Notebook,15.6,8,No OS,2.2,17529.12,0,1000,0,0,1366x768,False,Intel,Celeron Quad Core,1.6,Intel HD
Lenovo,Ultrabook,14.0,16,Windows 10,1.7,122490.72,512,0,0,0,1920x1080,False,Intel,Core i7,2.7,Intel HD
MSI,Gaming,14.0,16,Windows 10,1.6,100752.48,256,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
MSI,Gaming,15.6,8,Windows 10,2.2,58021.92,128,1000,0,0,1920x1080,False,Intel,Core i5,2.5,Nvidia GeForce
Lenovo,Gaming,15.6,4,Windows 10,2.4,53226.72,0,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Acer,Gaming,17.3,16,Windows 10,4.2,122490.72,256,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Dell,Gaming,15.6,8,Windows 10,2.62,52480.8,256,0,0,0,1920x1080,False,Intel,Core i5,2.5,Nvidia GeForce
Asus,Gaming,15.6,8,Windows 10,2.24,71341.92,128,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Vero,Notebook,14.0,4,Windows 10,1.22,10810.512,0,0,0,32,1920x1080,False,Intel,Celeron Dual Core,1.1,Intel HD
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,104961.6,512,0,0,0,1920x1080,True,Intel,Core i7,2.7,Intel HD
Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2.08,51095.52,256,0,0,0,1920x1080,True,Intel,Core i5,2.5,AMD Radeon
Apple,Ultrabook,12.0,8,Mac OS X,0.92,62071.2,0,0,0,512,2304x1440,False,Intel,Core M,1.2,Intel HD
Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.42,124142.4,256,0,0,0,2560x1440,True,Intel,Core i5,2.5,Intel HD
Asus,Notebook,14.0,4,Windows 10,1.63,15930.72,0,0,0,32,1366x768,False,Intel,Celeron Dual Core,1.1,Intel HD
Dell,Notebook,15.6,8,Windows 10,1.95,43156.8,128,0,0,0,1366x768,False,Intel,Core i5,2.5,Intel HD
Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.38,71874.72,256,0,0,0,1920x1080,True,Intel,Core i7,2.7,Intel HD
Dell,Notebook,15.6,8,Windows 10,2.0,39373.92,256,0,0,0,1920x1080,False,Intel,Core i3,2.0,AMD Radeon
HP,Workstation,15.6,8,Windows 10,3.14,110017.872,256,0,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia Quadro
Asus,Notebook,15.6,8,Windows 10,2.37,58554.72,256,0,0,0,1920x1080,False,Intel,Core i5,2.5,Intel HD
Dell,Ultrabook,13.3,8,Windows 10,1.29,79866.72,256,0,0,0,1920x1080,False,Intel,Core i5,2.5,Intel HD
Dell,Notebook,15.6,8,Windows 10,2.06,93186.72,256,0,0,0,3840x2160,True,Intel,Core i5,2.5,Nvidia GeForce
Dell,Netbook,11.6,4,Windows 10,1.63,39640.32,128,0,0,0,1366x768,False,Intel,Pentium Quad Core,1.1,Intel HD
HP,Netbook,12.5,8,Windows 10,1.26,74005.92,256,0,0,0,1366x768,False,Intel,Core i5,2.6,Intel HD
Toshiba,Notebook,15.6,4,Windows 10,2.1,41558.4,0,500,0,0,1366x768,False,Intel,Core i5,2.3,Intel HD
HP,Notebook,15.6,8,Windows 10,2.04,33513.12,0,2000,0,0,1366x768,False,AMD,A-Series,2.5,AMD Radeon
Dell,Gaming,15.6,16,Windows 10,2.62,89457.12,512,0,0,0,3840x2160,False,Intel,Core i7,2.8,Nvidia GeForce
Lenovo,Notebook,15.6,4,Windows 10,2.4,32447.52,0,1000,0,0,1920x1080,False,Intel,Core i5,2.5,Nvidia GeForce
HP,Gaming,17.3,12,Windows 10,3.74,93186.72,0,1000,0,0,1920x1080,False,Intel,Core i7,2.8,AMD Radeon
MSI,Gaming,17.3,16,Windows 10,2.9,128671.2,512,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Samsung,Ultrabook,13.3,8,Windows 10,0.81,79866.72,256,0,0,0,1920x1080,False,Intel,Core i5,2.5,Intel HD
Dell,Notebook,15.6,8,Windows 10,1.98,51202.08,0,1000,0,0,1920x1080,False,Intel,Core i7,2.7,Nvidia GeForce
Dell,Notebook,15.6,8,Windows 10,2.18,42081.0768,256,0,0,0,1920x1080,False,Intel,Core i5,2.5,AMD Radeon
Lenovo,Ultrabook,14.0,8,Windows 10,1.32,99047.52,256,0,0,0,1920x1080,False,Intel,Core i7,2.7,Intel HD
Razer,Ultrabook,12.5,16,Windows 10,1.29,95850.72,512,0,0,0,3840x2160,True,Intel,Core i7,2.5,Intel HD
HP,Netbook,11.6,4,Chrome OS,1.23,20512.8,0,0,0,16,1366x768,False,Intel,Celeron Dual Core,1.6,Intel HD
Dell,Gaming,17.3,16,Windows 10,4.36,133467.4656,128,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Dell,Notebook,14.0,4,Windows 10,1.76,40226.4,0,500,0,0,1366x768,False,Intel,Core i5,2.3,Intel HD
Lenovo,Notebook,15.6,4,Windows 10,2.1,26101.872,0,500,0,0,1366x768,False,Intel,Core i3,2.0,Intel HD
Toshiba,Ultrabook,14.0,4,Windows 10,1.25,58075.2,128,0,0,0,1366x768,False,Intel,Core i5,2.5,Intel HD
Lenovo,Ultrabook,14.0,8,Windows 10,1.13,133146.72,512,0,0,0,1920x1080,False,Intel,Core i7,2.7,Intel HD
MSI,Gaming,15.6,8,Windows 10,2.4,63882.72,256,0,0,0,1920x1080,False,Intel,Core i5,2.5,Nvidia GeForce
Lenovo,Ultrabook,14.0,8,Windows 10,1.13,99900.0,0,0,0,256,1920x1080,False,Intel,Core i5,2.5,Intel HD
Toshiba,Notebook,14.0,4,Windows 10,1.75,26586.72,128,0,0,0,1366x768,False,Intel,Pentium Dual Core,2.1,Intel HD
Asus,2 in 1 Convertible,13.3,8,Windows 10,1.1,72354.24,256,0,0,0,1920x1080,True,Intel,Core i5,2.5,Intel HD
Dell,Notebook,14.0,4,Windows 10,1.76,31168.8,0,500,0,0,1366x768,False,Intel,Core i3,2.0,Intel HD
Acer,Netbook,11.6,4,Chrome OS,1.35,18914.4,0,0,0,32,1366x768,False,Intel,Celeron Dual Core,1.6,Intel HD
Acer,Notebook,14.0,8,Windows 10,1.5,32980.32,128,0,0,0,1920x1080,False,Intel,Core i3,2.4,Intel HD
Razer,Gaming,17.3,32,Windows 10,3.49,292986.72,512,0,0,0,3840x2160,True,Intel,Core i7,2.9,Nvidia GeForce
Lenovo,Ultrabook,14.0,16,Windows 10,1.1,111834.72,512,0,0,0,2560x1440,False,Intel,Core i7,2.6,Intel HD
